ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
384,20121230,20130111,20130106,24604,2,6,9,SO51212,1,1,1,1120.49,1120.49,0,0,713.0798,713.0798,1120.49,89.6392,28.0123,,,41273,41285,41280
539,20121230,20130111,20130106,24604,1,6,9,SO51212,2,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,41273,41285,41280
529,20121230,20130111,20130106,24604,1,6,9,SO51212,3,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41273,41285,41280
214,20121230,20130111,20130106,24604,1,6,9,SO51212,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41273,41285,41280
488,20121230,20130111,20130106,24604,1,6,9,SO51212,5,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,41273,41285,41280
576,20121230,20130111,20130106,28202,1,6,9,SO51213,1,1,1,2384.07,2384.07,0,0,1481.9379,1481.9379,2384.07,190.7256,59.6018,,,41273,41285,41280
222,20121230,20130111,20130106,28202,1,6,9,SO51213,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41273,41285,41280
584,20121230,20130111,20130106,19765,1,6,9,SO51214,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,41273,41285,41280
479,20121230,20130111,20130106,19765,1,6,9,SO51214,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,41273,41285,41280
477,20121230,20130111,20130106,19765,1,6,9,SO51214,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41273,41285,41280
361,20121230,20130111,20130106,11108,1,6,9,SO51215,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,41273,41285,41280
537,20121230,20130111,20130106,11108,1,6,9,SO51215,2,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,,41273,41285,41280
355,20121230,20130111,20130106,11117,1,6,9,SO51216,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,41273,41285,41280
485,20121230,20130111,20130106,11117,1,6,9,SO51216,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,41273,41285,41280
478,20121230,20130111,20130106,11117,1,6,9,SO51216,3,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,41273,41285,41280
477,20121230,20130111,20130106,11117,1,6,9,SO51216,4,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41273,41285,41280
225,20121230,20130111,20130106,11117,1,6,9,SO51216,5,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,41273,41285,41280
353,20121230,20130111,20130106,11449,1,6,9,SO51217,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,41273,41285,41280
528,20121230,20130111,20130106,11449,1,6,9,SO51217,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41273,41285,41280
537,20121230,20130111,20130106,11449,1,6,9,SO51217,3,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,,41273,41285,41280
480,20121230,20130111,20130106,11449,1,6,9,SO51217,4,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,41273,41285,41280
596,20121230,20130111,20130106,11943,1,6,9,SO51218,1,1,1,539.99,539.99,0,0,294.5797,294.5797,539.99,43.1992,13.4998,,,41273,41285,41280
560,20121230,20130111,20130106,25086,1,100,4,SO51219,1,1,1,1214.85,1214.85,0,0,755.1508,755.1508,1214.85,97.188,30.3713,,,41273,41285,41280
530,20121230,20130111,20130106,25086,1,100,4,SO51219,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41273,41285,41280
541,20121230,20130111,20130106,25086,1,100,4,SO51219,3,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248,,,41273,41285,41280
463,20121230,20130111,20130106,25086,1,100,4,SO51219,4,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,41273,41285,41280
217,20121230,20130111,20130106,25086,1,100,4,SO51219,5,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41273,41285,41280
604,20121230,20130111,20130106,21575,1,100,4,SO51220,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,41273,41285,41280
479,20121230,20130111,20130106,21575,1,100,4,SO51220,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,41273,41285,41280
390,20121230,20130111,20130106,12130,1,100,8,SO51221,1,1,1,1120.49,1120.49,0,0,713.0798,713.0798,1120.49,89.6392,28.0123,,,41273,41285,41280
225,20121230,20130111,20130106,12130,1,100,8,SO51221,2,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,41273,41285,41280
490,20121230,20130111,20130106,12130,1,100,8,SO51221,3,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,41273,41285,41280
605,20121230,20130111,20130106,25641,1,98,10,SO51222,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,41273,41285,41280
538,20121230,20130111,20130106,25641,1,98,10,SO51222,2,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,,,41273,41285,41280
577,20121230,20130111,20130106,26826,2,100,8,SO51223,1,1,1,1214.85,1214.85,0,0,755.1508,755.1508,1214.85,97.188,30.3713,,,41273,41285,41280
479,20121230,20130111,20130106,26826,1,100,8,SO51223,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,41273,41285,41280
477,20121230,20130111,20130106,26826,1,100,8,SO51223,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41273,41285,41280
482,20121230,20130111,20130106,26826,1,100,8,SO51223,4,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,41273,41285,41280
376,20121229,20130110,20130105,16688,1,6,9,SO51189,1,1,1,2443.35,2443.35,0,0,1554.9479,1554.9479,2443.35,195.468,61.0838,,,41272,41284,41279
217,20121229,20130110,20130105,16688,1,6,9,SO51189,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41272,41284,41279
467,20121229,20130110,20130105,16688,1,6,9,SO51189,3,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,41272,41284,41279
580,20121229,20130110,20130105,20824,1,98,10,SO51190,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,,,41272,41284,41279
529,20121229,20130110,20130105,20824,1,98,10,SO51190,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41272,41284,41279
539,20121229,20130110,20130105,20824,1,98,10,SO51190,3,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,41272,41284,41279
363,20121229,20130110,20130105,12390,1,100,8,SO51191,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,41272,41284,41279
478,20121229,20130110,20130105,12390,1,100,8,SO51191,2,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,41272,41284,41279
477,20121229,20130110,20130105,12390,1,100,8,SO51191,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41272,41284,41279
214,20121229,20130110,20130105,12390,1,100,8,SO51191,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41272,41284,41279
363,20121229,20130110,20130105,11241,1,100,7,SO51192,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,41272,41284,41279
214,20121229,20130110,20130105,11241,1,100,7,SO51192,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41272,41284,41279
363,20121229,20130110,20130105,11020,2,19,6,SO51193,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,41272,41284,41279
485,20121229,20130110,20130105,11020,1,19,6,SO51193,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,41272,41284,41279
363,20121229,20130110,20130105,11089,1,100,4,SO51194,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,41272,41284,41279
485,20121229,20130110,20130105,11089,1,100,4,SO51194,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,41272,41284,41279
217,20121229,20130110,20130105,11089,1,100,4,SO51194,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41272,41284,41279
588,20121229,20130110,20130105,14066,1,6,9,SO51195,1,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,,,41272,41284,41279
528,20121229,20130110,20130105,14066,1,6,9,SO51195,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41272,41284,41279
536,20121229,20130110,20130105,14066,1,6,9,SO51195,3,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,,,41272,41284,41279
604,20121229,20130110,20130105,18906,1,6,9,SO51196,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,41272,41284,41279
479,20121229,20130110,20130105,18906,1,6,9,SO51196,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,41272,41284,41279
477,20121229,20130110,20130105,18906,1,6,9,SO51196,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41272,41284,41279
222,20121229,20130110,20130105,18906,1,6,9,SO51196,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41272,41284,41279
234,20121229,20130110,20130105,18906,1,6,9,SO51196,5,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,41272,41284,41279
363,20121229,20130110,20130105,11448,1,6,9,SO51197,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,41272,41284,41279
478,20121229,20130110,20130105,11448,1,6,9,SO51197,2,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,41272,41284,41279
477,20121229,20130110,20130105,11448,1,6,9,SO51197,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41272,41284,41279
225,20121229,20130110,20130105,11448,1,6,9,SO51197,4,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,41272,41284,41279
357,20121229,20130110,20130105,11006,2,6,9,SO51198,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,41272,41284,41279
478,20121229,20130110,20130105,11006,1,6,9,SO51198,2,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,41272,41284,41279
477,20121229,20130110,20130105,11006,1,6,9,SO51198,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41272,41284,41279
606,20121229,20130110,20130105,21440,1,100,4,SO51199,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,41272,41284,41279
479,20121229,20130110,20130105,21440,1,100,4,SO51199,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,41272,41284,41279
225,20121229,20130110,20130105,21440,1,100,4,SO51199,3,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,41272,41284,41279
477,20121229,20130110,20130105,21440,1,100,4,SO51199,4,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41272,41284,41279
390,20121229,20130110,20130105,22687,1,98,10,SO51200,1,1,1,1120.49,1120.49,0,0,713.0798,713.0798,1120.49,89.6392,28.0123,,,41272,41284,41279
217,20121229,20130110,20130105,22687,1,98,10,SO51200,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41272,41284,41279
573,20121229,20130110,20130105,27820,1,98,10,SO51201,1,1,1,2384.07,2384.07,0,0,1481.9379,1481.9379,2384.07,190.7256,59.6018,,,41272,41284,41279
222,20121229,20130110,20130105,27820,1,98,10,SO51201,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41272,41284,41279
578,20121229,20130110,20130105,26864,1,100,8,SO51202,1,1,1,1214.85,1214.85,0,0,755.1508,755.1508,1214.85,97.188,30.3713,,,41272,41284,41279
489,20121229,20130110,20130105,26864,1,100,8,SO51202,2,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,41272,41284,41279
380,20121228,20130109,20130104,18239,1,6,9,SO51176,1,1,1,2443.35,2443.35,0,0,1554.9479,1554.9479,2443.35,195.468,61.0838,,,41271,41283,41278
